1412,hsa-miR-2861
1942,hsa-miR-6762-3p
237,hsa-miR-3689b-3p
207,hsa-miR-4537
3470,hsa-miR-548an
2728,hsa-miR-4297
2794,hsa-miR-1285-5p
235,hsa-miR-6891-5p
1210,hsa-miR-193a-5p
956,hsa-miR-1976
1509,hsa-miR-29b-3p
3532,hsa-miR-4462
285,hsa-miR-3120-5p
1028,hsa-miR-3121-3p
2637,hsa-miR-6165
2928,hsa-miR-1291
3042,hsa-miR-6836-5p
2576,hsa-miR-19a-5p
1820,hsa-miR-3663-5p
709,hsa-miR-30e-5p
1977,hsa-miR-5580-5p
1939,hsa-miR-6826-3p
2809,hsa-miR-4642
1978,hsa-miR-3177-3p
1561,hsa-miR-4741
1083,hsa-miR-7157-5p
3107,hsa-miR-3939
1668,hsa-miR-4687-5p
1981,hsa-miR-6736-3p
2935,hsa-miR-4728-3p
2279,hsa-miR-4706
1529,hsa-miR-221-3p
3009,hsa-miR-548ap-3p
1621,hsa-miR-4298
2353,hsa-miR-6866-3p
1890,hsa-miR-518e-5p
3378,hsa-miR-885-3p
691,hsa-miR-2054
3557,hsa-miR-4666b
1802,hsa-miR-5688
1161,hsa-miR-27b-5p
475,hsa-miR-2355-3p
2858,hsa-miR-1205
321,hsa-miR-329-3p
959,hsa-miR-8072
82,hsa-miR-3939
959,hsa-miR-4781-5p
2902,hsa-miR-3202
2432,hsa-miR-6515-5p
3395,hsa-miR-588
2585,hsa-miR-1291
2593,hsa-miR-6785-5p
3548,hsa-miR-190a-3p
3460,hsa-miR-6895-5p
1049,hsa-miR-7843-3p
1597,hsa-miR-7112-5p
3134,hsa-miR-181b-2-3p
763,hsa-miR-4722-3p
2373,hsa-miR-6887-5p
2551,hsa-miR-3143
664,hsa-miR-942-3p
1694,hsa-miR-4537
1956,hsa-miR-199b-5p
2897,hsa-miR-450b-3p
1953,hsa-miR-4728-5p
3031,hsa-miR-1272
3168,hsa-miR-6855-5p
978,hsa-miR-3175
627,hsa-miR-6851-3p
3510,hsa-miR-6895-5p
3279,hsa-miR-367-5p
2242,hsa-miR-1972
3238,hsa-miR-3150b-3p
2089,hsa-miR-6511a-5p
1005,hsa-miR-7843-3p
109,hsa-miR-27b-3p
2703,hsa-miR-548aa
2119,hsa-miR-4685-3p
2812,hsa-miR-4722-5p
3146,hsa-miR-3127-5p
2658,hsa-miR-194-3p
937,hsa-miR-548f-3p
2531,hsa-miR-942-5p
2484,hsa-miR-4772-3p
2666,hsa-miR-8485
3373,hsa-miR-4518
324,hsa-miR-6865-5p
1447,hsa-miR-8085
3078,hsa-miR-1285-3p
517,hsa-miR-4731-3p
2540,hsa-miR-548an
2682,hsa-miR-6780b-5p
2519,hsa-miR-3127-3p
1015,hsa-miR-6754-3p
651,hsa-miR-328-5p
3169,hsa-miR-7160-3p
209,hsa-miR-3135b
968,hsa-miR-5189-5p
1197,hsa-miR-4768-3p
1885,hsa-miR-6734-3p
2060,hsa-miR-450b-5p
1266,hsa-miR-6816-5p
3100,hsa-miR-3159
1039,hsa-miR-23b-3p
621,hsa-miR-3927-3p
2622,hsa-miR-3190-3p
3194,hsa-miR-3143
3218,hsa-miR-6762-5p
15,hsa-miR-4801
2943,hsa-miR-4488
2682,hsa-miR-1292-3p
245,hsa-miR-5692c
1623,hsa-miR-6861-3p
2119,hsa-miR-6746-3p
3373,hsa-miR-4700-5p
1711,hsa-miR-3924
3210,hsa-miR-6515-5p
2920,hsa-miR-4529-5p
1477,hsa-miR-6743-3p
1072,hsa-miR-3681-3p
905,hsa-miR-1181
1017,hsa-miR-1972
1751,hsa-miR-2114-3p
92,hsa-miR-6864-5p
1816,hsa-miR-2054
2831,hsa-miR-519a-5p
3119,hsa-miR-433-5p
1651,hsa-miR-6843-3p
3078,hsa-miR-449b-3p
616,hsa-miR-3944-3p
907,hsa-miR-6852-3p
2084,hsa-miR-6808-5p
1947,hsa-miR-6778-5p
3436,hsa-miR-6760-3p
1360,hsa-miR-4425
1855,hsa-miR-6857-5p
924,hsa-miR-448
467,hsa-miR-6855-5p
3185,hsa-miR-4660
1242,hsa-miR-3130-5p
1839,hsa-miR-6805-3p
1014,hsa-miR-663a
692,hsa-miR-4254
3432,hsa-miR-7843-3p
995,hsa-miR-1910-3p
2069,hsa-miR-3620-3p
2795,hsa-miR-873-3p
1767,hsa-miR-4487
419,hsa-miR-6775-5p
3445,hsa-miR-6861-5p
929,hsa-miR-4789-3p
2186,hsa-miR-885-3p
2806,hsa-miR-4779
874,hsa-miR-548aq-3p
3204,hsa-miR-6854-5p
74,hsa-miR-4673
2369,hsa-miR-4644
1952,hsa-miR-3192-5p
2477,hsa-miR-126-5p
2716,hsa-miR-6515-5p
1597,hsa-miR-3619-5p
3195,hsa-miR-106a-5p
198,hsa-miR-1229-5p
3105,hsa-miR-6876-5p
3271,hsa-miR-3913-3p
2450,hsa-miR-508-5p
2190,hsa-miR-1205
23,hsa-miR-7977
2720,hsa-miR-4663
2793,hsa-miR-4781-5p
160,hsa-miR-3180
1155,hsa-miR-1225-3p
595,hsa-miR-4701-3p
302,hsa-miR-6868-3p
2154,hsa-miR-6769b-3p
3508,hsa-miR-4739
1963,hsa-miR-5699-3p
1646,hsa-miR-6879-5p
759,hsa-miR-324-3p
1600,hsa-miR-216a-3p
3088,hsa-miR-3612
294,hsa-miR-4643
1538,hsa-miR-1181
2394,hsa-miR-6819-5p
2446,hsa-miR-5089-5p
1845,hsa-miR-4725-5p
2671,hsa-miR-6127
2985,hsa-miR-4755-3p
3205,hsa-miR-4306
217,hsa-miR-4725-3p
3092,hsa-miR-6790-5p
310,hsa-miR-6818-5p
930,hsa-miR-6773-3p
2601,hsa-miR-891a-3p
561,hsa-miR-3139
1334,hsa-miR-6798-5p
1860,hsa-miR-619-5p
3070,hsa-miR-1233-3p
1371,hsa-miR-8087
783,hsa-miR-210-5p
663,hsa-miR-197-5p
219,hsa-miR-1267
206,hsa-miR-1915-3p
2450,hsa-miR-329-5p
854,hsa-miR-6832-3p
800,hsa-miR-449b-3p
611,hsa-miR-5685
2492,hsa-miR-455-3p
1761,hsa-miR-1538
2592,hsa-miR-4793-3p
2825,hsa-miR-6787-3p
1472,hsa-miR-518e-5p
2519,hsa-miR-1266-5p
575,hsa-miR-4686
2105,hsa-miR-504-3p
3538,hsa-miR-6846-5p
543,hsa-miR-3613-3p
2495,hsa-miR-433-5p
2699,hsa-miR-6876-3p
1808,hsa-miR-432-5p
1391,hsa-miR-7108-3p
242,hsa-miR-4537
2138,hsa-miR-1301-3p
1652,hsa-miR-3943
824,hsa-miR-27b-5p
3563,hsa-miR-6741-5p
533,hsa-miR-378a-5p
237,hsa-miR-3652
3003,hsa-miR-1224-3p
669,hsa-miR-520g-3p
850,hsa-miR-130b-5p
2068,hsa-miR-6852-3p
3248,hsa-miR-4684-5p
3221,hsa-miR-6724-5p
2128,hsa-miR-330-5p
160,hsa-miR-378d
828,hsa-miR-2861
126,hsa-miR-4722-5p
2291,hsa-miR-125a-3p
713,hsa-miR-6720-5p
1284,hsa-miR-181d-5p
1194,hsa-miR-7110-5p
1042,hsa-miR-3619-3p
3476,hsa-miR-193a-5p
1331,hsa-miR-9-5p
886,hsa-miR-1200
170,hsa-miR-1205
2447,hsa-miR-6865-3p
1465,hsa-miR-6848-5p
1490,hsa-miR-6871-3p
900,hsa-miR-6763-3p
3312,hsa-miR-6780b-3p
1685,hsa-miR-378d
431,hsa-miR-4436b-3p
1848,hsa-miR-7106-5p
1216,hsa-miR-4651
1682,hsa-miR-664a-3p
1689,hsa-miR-4656
1581,hsa-miR-4706
1221,hsa-miR-6891-3p
1297,hsa-miR-4717-5p
1654,hsa-miR-4779
2812,hsa-miR-3175
411,hsa-miR-5693
1294,hsa-miR-4259
888,hsa-miR-3158-5p
1311,hsa-miR-526b-5p
26,hsa-miR-6887-5p
3543,hsa-miR-4506
3142,hsa-miR-3143
3568,hsa-miR-107
3527,hsa-miR-93-3p
2611,hsa-miR-4447
1650,hsa-miR-4659b-3p
2453,hsa-miR-6768-5p
2913,hsa-miR-3934-3p
36,hsa-miR-6506-5p
1525,hsa-miR-4510
3503,hsa-miR-133a-3p
1585,hsa-miR-3196
2938,hsa-miR-4447
342,hsa-miR-3677-3p
2142,hsa-miR-3692-3p
2769,hsa-miR-6758-5p
3428,hsa-miR-2682-3p
2427,hsa-miR-1248
2767,hsa-miR-1292-5p
2699,hsa-miR-195-5p
36,hsa-miR-511-5p
2712,hsa-miR-3937
2731,hsa-miR-6770-5p
1878,hsa-miR-378f
2788,hsa-miR-29b-3p
2108,hsa-miR-1304-3p
3354,hsa-miR-6876-3p
680,hsa-miR-3120-5p
2308,hsa-miR-548am-5p
1574,hsa-miR-767-5p
1987,hsa-miR-4713-5p
2105,hsa-miR-1234-3p
1694,hsa-miR-3939
578,hsa-miR-4803
3164,hsa-miR-4469
1061,hsa-miR-30c-1-3p
887,hsa-miR-6856-5p
2645,hsa-miR-6763-3p
1454,hsa-miR-330-5p
2879,hsa-miR-6774-5p
1309,hsa-miR-6769a-3p
229,hsa-miR-511-5p
2929,hsa-miR-4741
740,hsa-miR-6736-5p
3248,hsa-miR-4674
2670,hsa-miR-7150
508,hsa-miR-7109-3p
3004,hsa-miR-7150
2026,hsa-miR-6871-5p
1374,hsa-miR-4674
1445,hsa-miR-378i
2055,hsa-miR-6740-3p
2019,hsa-miR-4738-5p
