4250,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,-0.039716,0.02078212,0.03812292,-0.043928247,-0.049538936,-0.01255688,-0.027074002,-0.044176333,-0.0801875,-0.000961897,-0.017247505,0.029894834,-0.037367787,-0.029039348,0.023894196,-0.08669907,0.00502338,0.019680452,-0.017104197,0.06684082,0.04436945,-0.030068241,0.018718902,-0.006979636,-0.0652722,0.01733213,-0.030567184,-0.035805363,-0.078503035,0.020042805,0.066751346,0.072853304
hsa-miR-612,-0.03410177,0.04997126,0.06574008,0.018226992,-0.0772453,-0.07988592,-0.026893094,0.05433263,0.034627095,-0.050753683,0.04491085,-0.030386055,0.026997998,-0.00204731,0.050018236,-0.01163966,-0.06313266,-0.06438648,0.04724435,-0.068824746,0.075681455,-0.05041256,0.06479853,-0.07849274,-0.06260804,0.010378588,0.024986906,0.044217784,-0.025337579,0.053189114,0.03344039,-0.0552985
hsa-miR-6860,-0.08221391,-0.050967097,0.065427765,0.055631638,-0.012502786,0.041750345,-0.035559475,0.027688783,0.037531577,-0.019202746,0.076767355,0.061413743,0.05779747,-0.007083645,0.014199941,0.05345139,-0.05542911,-0.053590745,-0.003091015,-0.020262666,0.056089785,-0.06297394,0.035271756,-0.01748046,-0.045408532,0.030060135,-0.0239817,0.04998851,-0.014205747,0.00772832,0.037431575,-0.04752933
1802,0.056221694,0.022608506,-0.073302515,0.027205411,-0.023990385,-0.022317305,-0.042625472,0.04812725,-0.076898456,-0.03756444,-0.033776104,0.058513295,-0.024522204,-0.038713112,-0.003846576,-0.003388167,-0.029024988,0.007856866,-0.027107617,-0.035250016,0.032812484,0.012148289,0.034195706,0.036882307,-0.037298933,-0.000688784,-0.04411268,0.02421885,-0.07927303,0.034158014,-0.020093016,-0.045013566
hsa-miR-3619-5p,0.0732211,0.02737011,-0.0768697,0.0632718,-0.022520458,0.037326474,-0.03021055,0.0249559,-0.051357325,-0.05206795,-0.07972835,0.028754883,-0.07109768,-0.053260688,-0.05164074,0.011353131,0.027738383,0.0365592,-0.040596522,-0.051787175,0.077233754,-0.047764815,-0.04893067,0.055411138,0.05585887,0.079428665,-0.0760813,0.043771572,-0.06526452,0.072337374,-0.08371543,0.039722092
3362,-0.048455194,-0.049615014,0.055889707,-0.04220807,0.054734714,0.060604792,-0.053803943,-0.048315573,0.04017268,0.04149923,-0.038450826,0.05403071,-0.054991424,-0.08247567,-0.06793803,0.076638624,-0.020497747,-0.020287033,0.04793676,-0.013326241,-0.024785845,0.015603786,-0.03612212,0.012439497,-0.015917609,0.085078396,-0.06896524,0.017521553,-0.011839759,0.058661334,0.002837829,0.068820655
hsa-miR-5193,-0.06641355,-0.07092358,0.07035833,-0.011834983,0.08175372,0.0183566,-0.07160851,-0.057413742,0.073206306,-0.010378038,-0.049742814,0.057869464,-0.0358705,-0.07595886,-0.05375444,0.011956019,-0.051336262,-0.044159,0.047370337,-0.04886683,-0.042055935,0.05817403,-0.058206048,0.03956896,-0.05016112,0.06240909,-0.025576524,0.042880386,-0.026565216,0.056532487,-0.019289095,0.05052501
489,-0.06006916,-0.07029908,0.07702385,-0.027749803,0.06487782,-0.07079857,-0.059603043,0.023323592,0.076304615,-0.016041622,-0.03212582,-0.035289507,0.067112215,-0.029784922,-0.006239707,0.07500324,-0.035008024,0.040930465,-0.07993378,-0.025984824,0.037413433,-0.020477472,0.04202299,-0.018198354,-0.004603397,-0.06699199,-0.019539561,0.016624337,0.016705954,-0.06038977,0.017558772,0.05835101
hsa-miR-1304-5p,-0.043891717,0.04210198,0.03836772,-0.06599626,0.060492046,-0.066066414,-0.015501478,0.03339097,0.042996157,-0.054283325,-0.03828737,0.017859899,0.056572188,-0.042035915,-0.06594678,0.019071463,-0.042173907,0.039814897,-0.02173042,-0.0646863,-0.062890045,0.027313381,0.05084509,0.038618024,0.08422605,0.055722594,0.020028245,-0.07935746,0.045517627,-0.007838097,-0.012193212,0.035050515
365,-0.06522718,-0.07556581,0.046293132,-0.020304047,-0.021299828,-0.079442464,0.068179496,0.02272993,0.044978943,-0.042852912,-0.06397653,0.04819008,0.052019324,-0.021247966,0.07595436,-0.038636573,-0.017372876,-0.003251786,0.03293191,0.038685102,0.061097763,-0.055331275,0.05647565,-0.027552266,0.03597822,0.022107571,0.041658185,-0.0307103,-0.043730192,0.014006794,-0.0257672,-0.05395738
