3308,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.075850114,0.07913289,0.07167264,-0.050574243,0.045911152,-0.059369855,0.021512728,0.018345185,0.068544544,-0.03867273,0.022600105,0.038045358,-0.08692584,-0.0501763,0.08023808,-0.06152451,0.02804423,-0.024904668,0.041099302,0.045397356,0.049818568,0.03618586,0.00770546,0.074037805,0.067339055,-0.08526213,-0.001187831,0.006173053,0.07464901,-0.06434239,0.049680483,-0.033511724
hsa-miR-6087,-0.004762315,0.0915232,-0.061084274,-0.04123888,-0.011300099,-0.086174615,0.035197623,-0.002240153,0.07606414,-0.004302179,-0.031783458,0.05984786,-0.05047881,-0.035451278,-0.023303669,-0.01889319,0.029088356,0.05046529,0.020801786,0.016239671,0.028902046,-0.087479495,0.04985603,0.0516166,0.026547639,-0.048516165,-0.019169437,0.061455816,0.04457624,-0.06827507,-0.005466475,0.05484311
2,0.084194005,0.05794305,0.05417849,-0.04545787,0.06707405,-0.06843691,0.0771043,-0.03399902,0.027924215,-0.031187654,0.06429129,0.01093195,-0.007828943,-0.08620709,0.052042723,-0.045197945,0.056196492,-0.04481222,0.049117994,0.01379735,0.06803319,0.058627058,-0.036194183,0.0744756,0.04908542,-0.024605297,0.013801474,0.08578479,0.049530208,-0.08315335,0.03955147,-0.06356931
3,-0.06354726,-0.07724282,0.006031809,0.075626336,-0.00692381,0.06476278,-0.07035474,-0.027899245,-0.019971127,0.05347687,-0.057166085,-0.017969698,0.016474087,-0.029494654,-0.0505002,0.007205246,0.062136687,-0.021850716,-0.048161987,0.057254095,-0.069503136,-0.0221477,-0.06928333,0.058825083,0.033232126,-0.026574053,-0.005830105,0.050264664,0.064615786,0.032540444,0.021326,0.000431967
hsa-miR-7-5p,0.012847599,-0.019751932,-0.027063945,0.024497086,-0.025680419,0.05122132,-0.07667752,-0.058437828,-0.039322004,0.057004333,-0.038465336,0.024753006,0.05614082,-0.048000462,-0.031340092,0.03273178,0.05578377,-0.025031876,0.047906503,0.04446611,-0.022873648,-0.005621899,0.005598933,0.026016751,-0.030957088,0.0432982,-0.028242113,0.008402295,0.05141468,-0.009389753,-0.08466165,0.08115081
hsa-miR-328-5p,0.043368302,0.05296723,0.08463271,-0.056031518,-0.04151826,0.003366827,0.053226873,-0.08033429,-0.027355561,-0.079831764,-0.027326575,0.026364569,-0.028680336,-0.061978716,0.04031673,-0.081978664,-0.065141626,-0.052980233,-0.07700724,0.008659106,0.04301247,0.033892334,0.07913447,0.02704552,0.06753924,0.07379935,-0.087704405,-0.07452442,0.034784276,-0.04459243,0.052939925,-0.054954648
4,-0.042174183,0.05962691,-0.053412758,-0.041842666,-0.06824113,-0.0773286,0.061551306,0.00071986,0.07730777,-0.05186783,-0.03214918,0.02769928,-0.05071564,-0.042942334,-0.03132683,-0.009014539,0.06349511,-0.01292133,-0.007585077,-0.06874389,-0.01574121,-0.082168415,-0.035418406,0.07068382,-0.04262065,0.041351423,0.07313085,0.024834016,0.081351586,0.05841286,-0.075964004,0.02085913
hsa-miR-3689b-3p,-0.005986488,-0.019145453,-0.030504435,-0.025486719,-0.023410715,-0.023494005,0.079542235,-0.08825532,0.042906772,-0.079618484,-0.04877444,0.033629254,-0.051364116,-0.033065144,-0.052606683,-0.043862738,0.084364966,0.07908042,-0.077593245,-0.0777164,0.00844297,-0.054938413,-0.02393521,-0.06709923,-0.04933843,0.028100096,-0.018220806,0.042457912,0.034072865,0.048747003,-0.042867344,0.064397775
5,-0.03728972,0.08270849,-0.06044566,-0.043004412,-0.0815711,-0.057639144,0.012914928,-0.0602926,0.015956473,-0.002845724,-0.08477189,0.088364646,-0.0863727,-0.017242216,-0.07928084,-0.003252717,0.05811782,-0.04427289,-0.055125564,-0.044488084,0.03578209,-0.060772695,-0.051783103,0.019616213,-0.07300994,0.013276517,0.018191947,0.07013873,0.065840684,-0.008936922,-0.079011634,0.06369321
6,-0.035276353,0.017651435,-0.06806071,-0.009680636,-0.021374855,-0.018197004,0.022866182,-0.031739,0.043231774,-0.016891997,-0.07122567,0.012954097,-0.04049296,-0.08409532,-0.052582886,-0.058119584,0.039405003,0.023999618,-0.050619982,-0.0552181,0.04849544,-0.08436093,-0.033298187,0.049004145,-0.05176582,0.018801454,0.06429648,0.07519155,0.027999122,-0.012245659,-0.016576234,0.061578557
