1013,hsa-miR-3664-5p
1961,hsa-miR-6884-3p
165,hsa-miR-3170
1469,hsa-miR-455-3p
237,hsa-miR-422a
2072,hsa-miR-504-5p
1397,hsa-miR-4751
1119,hsa-miR-6813-5p
27,hsa-miR-505-5p
2090,hsa-miR-4646-5p
671,hsa-miR-6855-5p
1321,hsa-miR-4794
193,hsa-miR-7851-3p
197,hsa-miR-3190-3p
1252,hsa-miR-4789-3p
1296,hsa-miR-378f
1569,hsa-miR-3120-5p
942,hsa-miR-4471
1230,hsa-miR-3135b
255,hsa-miR-107
1448,hsa-miR-126-5p
1635,hsa-miR-4723-5p
757,hsa-miR-6803-5p
1254,hsa-miR-3159
1920,hsa-miR-3166
2030,hsa-miR-641
617,hsa-miR-6776-5p
86,hsa-miR-4679
1924,hsa-miR-6854-5p
1812,hsa-miR-4646-5p
981,hsa-miR-939-5p
1986,hsa-miR-3617-3p
1689,hsa-miR-6836-5p
1113,hsa-miR-4659b-3p
196,hsa-miR-607
732,hsa-miR-3187-5p
1700,hsa-miR-7111-3p
1434,hsa-miR-658
1903,hsa-miR-5582-5p
1150,hsa-miR-7976
1493,hsa-miR-197-5p
1795,hsa-miR-3689a-3p
667,hsa-miR-548ah-3p
361,hsa-miR-550a-3p
902,hsa-miR-6753-5p
2078,hsa-miR-455-3p
1679,hsa-miR-23b-3p
1053,hsa-miR-3934-3p
953,hsa-miR-6849-3p
1500,hsa-miR-4539
1992,hsa-miR-221-3p
787,hsa-miR-6854-5p
1624,hsa-miR-6784-3p
483,hsa-miR-6791-5p
1768,hsa-miR-5685
643,hsa-miR-29c-3p
1803,hsa-miR-4487
763,hsa-miR-5685
646,hsa-miR-939-5p
1661,hsa-miR-5189-5p
1195,hsa-miR-4782-5p
909,hsa-miR-2278
47,hsa-miR-4298
436,hsa-miR-154-3p
967,hsa-miR-4524b-3p
1669,hsa-miR-4712-5p
886,hsa-miR-6871-3p
729,hsa-miR-4506
12,hsa-miR-6077
334,hsa-miR-2278
507,hsa-miR-6792-3p
1272,hsa-miR-1913
1396,hsa-miR-6826-3p
312,hsa-miR-4676-3p
599,hsa-miR-605-3p
1317,hsa-miR-6769b-3p
1096,hsa-miR-5572
1220,hsa-miR-4674
1529,hsa-miR-326
611,hsa-miR-4643
878,hsa-miR-615-5p
1556,hsa-miR-9-5p
1844,hsa-miR-4314
184,hsa-miR-1273a
751,hsa-miR-4290
1834,hsa-miR-5004-5p
273,hsa-miR-4725-5p
74,hsa-miR-627-3p
1873,hsa-miR-760
219,hsa-miR-4292
1600,hsa-miR-5685
508,hsa-miR-378h
802,hsa-miR-4259
284,hsa-miR-1185-2-3p
747,hsa-miR-4728-3p
1001,hsa-miR-935
532,hsa-miR-27a-3p
37,hsa-miR-6779-3p
1652,hsa-miR-328-5p
126,hsa-miR-6779-5p
590,hsa-miR-8073
285,hsa-miR-505-5p
1098,hsa-miR-7111-5p
775,hsa-miR-5692a
676,hsa-miR-6743-5p
1910,hsa-miR-3652
1869,hsa-miR-30e-5p
1006,hsa-miR-6728-3p
1340,hsa-miR-4801
561,hsa-miR-433-5p
158,hsa-miR-6721-5p
807,hsa-miR-6829-5p
1303,hsa-miR-7160-5p
158,hsa-miR-3613-3p
1045,hsa-miR-369-3p
1596,hsa-miR-6795-5p
889,hsa-miR-214-3p
897,hsa-miR-3654
1873,hsa-miR-6852-3p
1119,hsa-miR-6072
989,hsa-miR-574-5p
906,hsa-miR-1291
1225,hsa-miR-34b-5p
56,hsa-miR-1207-5p
113,hsa-miR-383-3p
2080,hsa-miR-3941
459,hsa-miR-1237-3p
1329,hsa-miR-942-5p
1862,hsa-miR-3653-5p
1379,hsa-miR-4713-3p
218,hsa-miR-506-3p
1503,hsa-miR-5580-5p
657,hsa-miR-6882-3p
1508,hsa-miR-371a-5p
1776,hsa-miR-7113-3p
1746,hsa-miR-593-5p
1795,hsa-miR-1233-5p
1068,hsa-miR-6852-5p
1561,hsa-miR-6748-5p
443,hsa-miR-6859-5p
288,hsa-miR-4290
860,hsa-miR-4539
1579,hsa-miR-6746-3p
449,hsa-miR-4753-3p
2005,hsa-miR-4641
1736,hsa-miR-23c
207,hsa-miR-3064-5p
1351,hsa-miR-6762-5p
741,hsa-miR-3925-3p
1572,hsa-miR-6769a-3p
1866,hsa-miR-6836-5p
421,hsa-miR-181c-5p
440,hsa-miR-6756-3p
413,hsa-miR-1185-1-3p
612,hsa-miR-3620-5p
1836,hsa-miR-619-5p
837,hsa-miR-6846-5p
1492,hsa-miR-34b-5p
1525,hsa-miR-4751
196,hsa-miR-6780b-5p
342,hsa-miR-190a-3p
1802,hsa-miR-5683
582,hsa-miR-1184
535,hsa-miR-4529-5p
479,hsa-miR-6895-5p
96,hsa-miR-4447
1915,hsa-miR-6851-3p
1661,hsa-miR-6819-5p
35,hsa-miR-3117-3p
187,hsa-miR-6876-3p
1880,hsa-miR-6895-5p
612,hsa-miR-3140-3p
550,hsa-miR-4673
336,hsa-miR-1286
814,hsa-miR-6755-3p
184,hsa-miR-1909-3p
600,hsa-miR-3619-3p
163,hsa-miR-4781-5p
1872,hsa-miR-6756-3p
1875,hsa-miR-6871-3p
604,hsa-miR-3160-3p
1720,hsa-miR-7108-3p
640,hsa-miR-4713-3p
1844,hsa-miR-148b-3p
1966,hsa-miR-6852-5p
1125,hsa-miR-335-3p
1158,hsa-miR-885-3p
1415,hsa-miR-139-3p
1996,hsa-miR-6769a-5p
195,hsa-miR-1286
745,hsa-miR-4510
561,hsa-miR-661
610,hsa-miR-3651
750,hsa-miR-8089
647,hsa-miR-3591-3p
330,hsa-miR-5588-5p
1999,hsa-miR-548t-3p
809,hsa-miR-3142
1698,hsa-miR-6731-5p
1530,hsa-miR-4786-5p
1323,hsa-miR-1226-5p
754,hsa-miR-6810-3p
906,hsa-miR-501-5p
370,hsa-miR-6743-3p
2041,hsa-miR-665
1672,hsa-miR-4310
1393,hsa-miR-6867-3p
1515,hsa-miR-154-3p
1553,hsa-miR-3664-3p
1854,hsa-miR-6757-5p
882,hsa-miR-5008-5p
721,hsa-miR-572
593,hsa-miR-622
1340,hsa-miR-4796-5p
303,hsa-miR-6854-5p
2096,hsa-miR-1301-3p
450,hsa-miR-1229-3p
1071,hsa-miR-500b-3p
548,hsa-miR-139-3p
186,hsa-miR-1247-5p
1302,hsa-miR-6858-5p
1026,hsa-miR-548j-3p
765,hsa-miR-4632-5p
709,hsa-miR-6730-3p
822,hsa-miR-7114-5p
805,hsa-miR-4789-3p
1423,hsa-miR-4739
523,hsa-miR-4651
537,hsa-miR-1207-5p
1025,hsa-miR-4667-3p
1812,hsa-miR-6744-5p
1966,hsa-miR-6788-5p
727,hsa-miR-361-3p
1105,hsa-miR-4680-3p
39,hsa-miR-412-3p
1309,hsa-miR-3619-5p
357,hsa-miR-6878-3p
448,hsa-miR-3155a
471,hsa-miR-6874-5p
424,hsa-miR-4512
299,hsa-miR-6790-3p
317,hsa-miR-3180
1173,hsa-miR-6772-3p
1804,hsa-miR-6815-5p
2061,hsa-miR-1199-5p
702,hsa-miR-6871-5p
972,hsa-miR-6829-3p
921,hsa-miR-6810-3p
2087,hsa-miR-5196-3p
854,hsa-miR-663a
1387,hsa-miR-1909-3p
1740,hsa-miR-6734-5p
286,hsa-miR-6859-3p
1296,hsa-miR-6871-3p
1211,hsa-miR-3157-5p
1892,hsa-miR-920
1716,hsa-miR-5683
1541,hsa-miR-5001-3p
880,hsa-miR-6779-3p
277,hsa-miR-6776-5p
1361,hsa-miR-4786-3p
1765,hsa-miR-4674
300,hsa-miR-548an
677,hsa-miR-3155b
1925,hsa-miR-374b-5p
1018,hsa-miR-877-3p
1900,hsa-miR-6876-5p
1777,hsa-miR-6134
1860,hsa-miR-378a-3p
934,hsa-miR-1197
1970,hsa-miR-1249-3p
1170,hsa-miR-6743-5p
1090,hsa-miR-3173-3p
684,hsa-miR-501-5p
971,hsa-miR-3150b-3p
1750,hsa-miR-200c-5p
1401,hsa-miR-3929
1185,hsa-miR-4710
911,hsa-miR-4510
1004,hsa-miR-634
